Handle,Price,ImageSrc,Body,Vendor,Type,Tags,Color,VariantGrams,VariantInventoryTracker,VariantInventoryQty,ImageAltText,VariantImage,Style#,AVAILABLE_SIZES,SUGGESTED_PRICE,Category,Size,Weight,PieceCost,Size value,MSRP,front,back,FRONT FLAT,BACK FLAT,PRODUCT_MEASUREMENTS,DECORATION_SPEC_SHEET,barcode,Title,Hex,Style,Sorting helper,tag2
DT130YG,5.58,https://cdnm.sanmar.com/imglib/mresjpg/2019/f10/DT130YG_white_model_front_082019.jpg,"This triblend tee is perfectly soft and comfortable.<ul><li> 4.5-ounce, 50/25/25 poly/combed ring spun cotton/rayon, 32 singles</li><li> 1x1 rib knit neck</li><li> Tear-away label</li><li> Shoulder to shoulder taping</li></ul>",District,0,"Youth,T-Shirts",White,0.21,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f10/DT130YG_white_model_front_082019.jpg,DT130YG,Girls Sizes: XS-XL,5.58,0,XS,0,3.79,1,5.58,https://cdnm.sanmar.com/imglib/mresjpg/2019/f10/DT130YG_white_model_front_082019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f10/DT130YG_white_model_back_082019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f10/DT130YG_white_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f10/DT130YG_white_flat_back.jpg ,DT130YG_productmeasurement.pdf,https://www.sanmar.com/p/9702/decorationSpecSheet,1.91E+11,District ® Girls Perfect Tri ® Tee DT130YG,0,DT130YG,DT130YGWhite1,
BC3719Y,31.98,https://cdnm.sanmar.com/imglib/mresjpg/2019/f8/BC3719Y_athleticheather_model_front_082019.jpg,"<ul><li> Tear-away label</li><li> Side seamed</li><li> Solid Colors: 7-ounce, 52/48 Airlume combed and ring spun cotton/poly fleece, 32 singles</li><li> Athletic Heather: 7-ounce, 90/10 Airlume combed and ring spun cotton/poly fleece, 32 singles</li></ul>",Bella + Canvas,0,"Youth,Sweatshirts",Athletic Heather,0.63,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f8/BC3719Y_athleticheather_model_front_082019.jpg,BC3719Y,Youth Sizes: S-L,31.98,0,S,0,19.99,2,31.98,https://cdnm.sanmar.com/imglib/mresjpg/2019/f8/BC3719Y_navy_model_front_082019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f8/BC3719Y_navy_model_back_082019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f8/BC3719Y_navy_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f8/BC3719Y_navy_flat_back.jpg ,BC3719Y_productmeasurement.pdf,https://www.sanmar.com/p/10002/decorationSpecSheet,8.85E+11,BELLA+CANVAS ® Youth Sponge Fleece Pullover Hoodie BC3719Y,0,BC3719Y,BC3719YAthletic Heather2,
PC145Y,10.15,https://cdnm.sanmar.com/imglib/mresjpg/2019/f15/PC145Y_teal_model_front_092019.jpg,"Individually hand dyed, each tee is as unique as the one wearing it. <ul><li>5.4-ounce, 100% cotton </li><li>Rib knit collar </li><li>Back neck tape </li><li>Side seamed</li></ul><p>The tie-dye process infuses each garment with unique character. Please allow for slight color variation.</p>",Port & Company,0,"Youth,T-Shirts",Teal,0.24,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f15/PC145Y_teal_model_front_092019.jpg,PC145Y,Youth Sizes: S-4XL,10.15,0,XS,0,7.07,1,10.14,https://cdnm.sanmar.com/imglib/mresjpg/2019/f15/PC145Y_trueroyal_model_front_092019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f15/PC145Y_trueroyal_model_back_092019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f15/PC145Y_trueroyal_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f15/PC145Y_trueroyal_flat_back.jpg ,PC145Y_productmeasurement.pdf,https://www.sanmar.com/p/10048/decorationSpecSheet,1.91E+11,Port & Company ® Youth Crystal Tie-Dye Tee PC145Y,0,PC145Y,PC145YTeal1,
YST470LS,26.5,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST470LS_black_model_front_112019.jpg,"These tees stretch and move with you while youÂ¿re swimming or during any water activity. Designed to combat UV rays and moisture, these breathable and quick-dry tees also have PosiCharge technology to lock-in colors and logos.  <ul><li>5.9-ounce, 90/10 poly/spandex stretch jersey with PosiCharge technology</li><li> UPF rating of 50</li><li> Trim, comfortable fit</li><li> Tag-free label</li><li> Raglan sleeves</li><li> Underarm gussets</li></ul>",Sport-Tek,0,"Youth,T-Shirts,Long Sleeve",Black,0.28,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST470LS_black_model_front_112019.jpg,YST470LS,Youth Sizes: XS-XL,26.5,0,XS,0,17.25,1,26.5,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST470LS_truered_model_front_112019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST470LS_truered_model_back_112019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST470LS_truered_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST470LS_truered_form_back.jpg ,YST470LS_productmeasurement.pdf,https://www.sanmar.com/p/10110/decorationSpecSheet,1.91E+11,Sport-Tek ® Youth Long Sleeve Rashguard Tee. YST470LS,0,YST470LS,YST470LSBlack1,
YST470,24.46,https://cdnm.sanmar.com/imglib/mresjpg/2019/f21/YST470_black_model_front_112019.jpg,"These tees stretch and move with you while youÂ¿re swimming or during any water activity. Designed to combat UV rays and moisture, these breathable and quick-dry tees also have PosiCharge technology to lock-in colors and logos. <ul><li> 5.9-ounce, 90/10 poly/spandex stretch jersey with PosiCharge technology</li><li> UPF rating of 50</li><li> Trim, comfortable fit</li><li> Tag-free label</li><li> Raglan sleeves</li><li> Underarm gussets</li></ul>",Sport-Tek,0,"Youth,T-Shirts",Black,0.24,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f21/YST470_black_model_front_112019.jpg,YST470,Youth Sizes: XS-XL,24.46,0,XS,0,14.23,1,24.46,https://cdnm.sanmar.com/imglib/mresjpg/2019/f21/YST470_dksmokegrey_model_front_112019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f21/YST470_dksmokegrey_model_back_112019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f21/YST470_dksmokegrey_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f21/YST470_dksmokegrey_form_back.jpg ,YST470_productmeasurement.pdf,https://www.sanmar.com/p/10113/decorationSpecSheet,1.91E+11,Sport-Tek ® Youth Rashguard Tee. YST470,0,YST470,YST470Black1,
YST251,29.98,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST251_black_model_front_112019.jpg,"Made for layering, this moisture-wicking hoodie has trend-right short sleeves for more mobility.<ul><li>5.5-ounce, 100% polyester</li><li> Anti-static</li><li> Tag-free label</li><li> Three-panel hood</li><li> No drawcords at hood</li><li> Taped neck</li><li> Self-fabric hem</li><li> Front pouch pocket</li></ul>",Sport-Tek,0,"Youth,Activewear",Black,0.38,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST251_black_model_front_112019.jpg,YST251,Youth Sizes: XS-XL,29.98,0,XS,0,18.99,1,29.98,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST251_dpred_model_front_112019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST251_dpred_model_back_112019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST251_dpred_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST251_dpred_form_back.jpg ,YST251_productmeasurement.pdf,https://www.sanmar.com/p/10088/decorationSpecSheet,1.91E+11,Sport-Tek ® Youth Sport-Wick ® Fleece Short Sleeve Hooded Pullover. YST251,0,YST251,YST251Black1,
YPST95,31.98,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YPST95_black_model_front_112019.jpg,"Designed for movement, these classic tricot track joggers have a tapered fit and easy on/off zippers.<ul><li> 100% polyester tricot</li><li> Soft-brushed backing</li><li> Tag-free label</li><li> Elastic waistband</li><li> No drawcord</li><li> Side seam pockets</li><li> Reverse coil extended leg zippers</li></ul>",Sport-Tek,0,"Youth,Activewear,Sweatshirts,",Black,0.45,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YPST95_black_model_front_112019.jpg,YPST95,Youth Sizes: XS-XL,31.98,0,XS,0,19.99,1,31.98,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YPST95_black_model_front_112019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YPST95_black_model_back_112019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YPST95_black_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YPST95_black_flat_back.jpg ,YPST95_productmeasurement.pdf,https://www.sanmar.com/p/10128/decorationSpecSheet,1.91E+11,Sport-Tek ® Youth Tricot Track Jogger. YPST95,0,YPST95,YPST95Black1,
YST94,32.62,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST94_blackblack_model_front_112019.jpg,The classic tricot track jacket with pieced stripes and rib knit details.<ul><li> 100% polyester tricot</li><li> 100% polyester rib knit cuffs and hem</li><li> Soft-brushed backing </li><li> Cadet collar</li><li> Tag-free label</li><li> Reverse coil zipper</li><li> Pieced stripe on shoulders and sleeves</li><li> Front pockets</li></ul>,Sport-Tek,0,"Youth,Outerwear,Activewear",Black/ Black,0.56,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST94_blackblack_model_front_112019.jpg,YST94,Youth Sizes: XS-XL,32.62,0,XS,0,20.31,1,32.62,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST94_trueroyalwhite_model_front_112019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST94_trueroyalwhite_model_back_112019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f21/YST94_trueroyalwhite_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f21/YST94_trueroyalwhite_form_back.jpg ,YST94_productmeasurement.pdf,https://www.sanmar.com/p/10129/decorationSpecSheet,1.91E+11,Sport-Tek ® Youth Tricot Sleeve Stripe Track Jacket. YST94,0,YST94,YST94Black/ Black1,
YST460,12.18,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST460_black_model_front_112019.jpg,"A subtle digi camo pattern gives this moisture-wicking, breathable performance tee a unique edge.<ul><li>3.8-ounce, 100% polyester interlock with sublimated digi camo print</li><li> Removable tag for comfort and relabeling</li></ul>",Sport-Tek,0,"Youth,T-Shirts",Black,0.17,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST460_black_model_front_112019.jpg,YST460,Youth Sizes: XS-XL,12.18,0,XS,0,8.09,1,12.18,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST460_black_model_front_112019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST460_black_model_back_112019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST460_black_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f20/YST460_black_form_back.jpg ,YST460_productmeasurement.pdf,https://www.sanmar.com/p/10170/decorationSpecSheet,1.91E+11,Sport-Tek ® Youth Digi Camo Tee. YST460,0,YST460,YST460Black1,
AL207,9.98,https://cdnm.sanmar.com/imglib/mresjpg/2020/f2/AL207_aluminumgrey_model_front.jpg,"Feel your impact in this crazy-soft sustainable tee that uses an equivalent of up to 6 recycled plastic water bottles. <ul><li> 4.2-ounce, 50% recycled polyester, 25% organic ring spun cotton, 25% modal</li><li>1x1 rib knit neck</li><li>Carbon footprint neutralized through the ClimeCo Certified Product<sup>&#153;</sup> Program</li><li>Shoulder to shoulder taping</li><li> Side seams</li><li>Recycled tear-away label</li></ul>",AllMade,0,"Youth,T-Shirts",Aluminum Grey,0.16,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2020/f2/AL207_aluminumgrey_model_front.jpg,AL207,Youth Sizes: XS-XL,9.98,0,XS,0,5.99,1,9.98,https://cdnm.sanmar.com/imglib/mresjpg/2021/f15/AL207_deepblack_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2021/f15/AL207_deepblack_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2021/f15/AL207_deepblack_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2021/f15/AL207_deepblack_flat_back.jpg ,AL207_productmeasurement.pdf,https://www.sanmar.com/p/10382/decorationSpecSheet,1.91E+11,Allmade ® Youth Tri-Blend Tee AL207,0,AL207,AL207Aluminum Grey1,
840178,22,https://cdnm.sanmar.com/imglib/mresjpg/2020/f2/840178_black_model_front.jpg,"Built for a variety of training conditions, this legendary tee features Dri-FIT technology to wick away sweat and help keep you dry. Neck tape for durability. Heat-transfer label for tag-free comfort. A contrast heat transfer Swoosh design trademark on left chest. Contrast heat transfer Dri-FIT logo at right hem. Made of 4-ounce, 100% polyester jersey. White is 4.5-ounce, 100% polyester jersey.",Nike,0,"Youth,T-Shirts",Black,0.25,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2020/f2/840178_black_model_front.jpg,840178,Youth Sizes: XS-XL,22,0,XS,0,17.2,1,22,https://cdnm.sanmar.com/imglib/mresjpg/2020/f2/840178_applegreen_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2020/f2/840178_applegreen_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2020/f2/840178_applegreen_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2020/f2/840178_applegreen_flat_back.jpg ,840178_productmeasurement.pdf,https://www.sanmar.com/p/10411/decorationSpecSheet,91202708634,Nike Youth Legend Tee 840178,0,840178,840178Black1,
DT6100Y,20.98,https://cdnm.sanmar.com/imglib/mresjpg/2020/f4/DT6100Y_black_model_front.jpg,"An ideal canvas for decorators, this soft fleece is everything and more at an unbeatable value.  <ul><li> 8.3-ounce, 65/35 ring spun cotton/polyester</li><li> 100% ring spun cotton face (Solids, Light Heather Grey)</li><li>60/40 ring spun cotton/polyester (Royal Frost, Heathered Charcoal)</li><li> Jersey-lined, two-piece hood</li><li>Dyed-to-match twill back neck tape</li><li> No drawcord</li><li> Side seamed</li><li> 1x1 rib knit cuffs and hem</li><li> Tear-away label</li></ul>",District,0,"Youth,Sweatshirts",Black,0.7,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2020/f4/DT6100Y_black_model_front.jpg,DT6100Y,Youth Sizes: XS-XL,20.98,0,XS,0,12.49,1,20.98,https://cdnm.sanmar.com/imglib/mresjpg/2020/f4/DT6100Y_royalfrost_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2020/f5/DT6100Y_royalfrost_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2020/f4/DT6100Y_royalfrost_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2020/f5/DT6100Y_royalfrost_flat_back.jpg ,DT6100Y_productmeasurement.pdf,https://www.sanmar.com/p/10642/decorationSpecSheet,1.91E+11,District® Youth V.I.T.Fleece Hoodie DT6100Y,0,DT6100Y,DT6100YBlack1,
DT8000Y,7.98,https://cdnm.sanmar.com/imglib/mresjpg/2020/f17/DT8000Y_black_model_front.jpg,"The affordable Re-Tee is 100% recycled fabric and never re-dyed, made from reclaimed material that otherwise could end up in a landfill. Soft. Comfy. High-quality. Doing good for the planet feels as good on the inside as it does on the outside.<ul><li>5.3-ounce, 60% recycled cotton/40% recycled polyester, 24 singles</li><li>54% recycled cotton/40% recycled polyester/6% recycled rayon, 24 singles (Light Heather Grey)</li><li>Carbon footprint neutralized through the ClimeCo Certified Product<sup>&#153;</sup> Program</li><li>1x1 rib knit neck</li><li>Shoulder to shoulder taping</li><li>Tag-free label</li></ul>",District,0,"Youth,T-Shirts",Black,0.21,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2020/f17/DT8000Y_black_model_front.jpg,DT8000Y,Youth Sizes: XS-XL,7.98,0,XS,0,4.99,1,7.98,https://cdnm.sanmar.com/imglib/mresjpg/2020/f17/DT8000Y_blueheather_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2020/f19/DT8000Y_blueheather_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2020/f17/DT8000Y_blueheather_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2020/f19/DT8000Y_blueheather_flat_back.jpg ,DT8000Y_productmeasurement.pdf,https://www.sanmar.com/p/10872/decorationSpecSheet,1.91E+11,District ® Youth Re-Tee ® DT8000Y,0,DT8000Y,DT8000YBlack1,
YST720,9.58,https://cdnm.sanmar.com/imglib/mresjpg/2021/f17/YST720_atomicblue_model_front.jpg,"Recycled polyester and color-locking PosiCharge technology make this smooth-faced, odor-fighting, moisture-wicking tee outcompete other t-shirts.    <ul><li> 3.8-ounce, 100% recycled polyester with PosiCharge technology</li><li>Carbon footprint neutralized through the ClimeCo Certified Product<sup>&#153;</sup> Program</li><li> Tear-away removable label</li><li> Taped neck</li><li> Set-in sleeves</li><li> Athletic fit</li></ul>",Sport-Tek,0,"Youth,T-Shirts",Atomic Blue,0.25,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2021/f17/YST720_atomicblue_model_front.jpg,YST720,Youth Sizes: XS-XL,9.58,0,XS,0,5.79,1,9.58,https://cdnm.sanmar.com/imglib/mresjpg/2021/f17/YST720_trueroyal_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2021/f17/YST720_trueroyal_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2021/f14/YST720_trueroyal_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2021/f14/YST720_trueroyal_form_back.jpg ,YST720_productmeasurement.pdf,https://www.sanmar.com/p/10886/decorationSpecSheet,1.91E+11,Sport-Tek® Youth PosiCharge® Re-Compete Tee YST720,0,YST720,YST720Atomic Blue1,
PC78YJ,13.98,https://cdnm.sanmar.com/imglib/mresjpg/2020/f17/PC78YJ_athleticheather_model_front.jpg,"Cozy joggers in our core weight.<ul><li> 7.8-ounce, 50/50 cotton/poly fleece</li><li> Removable tag for comfort and relabeling</li><li> Elastic, self-fabric waistband and self-fabric cuffs</li><li> No drawcord</li><li>Front pockets</li></ul>",Port & Company,0,"Youth,Sweatshirts,",Athletic Heather,0.46,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2020/f17/PC78YJ_athleticheather_model_front.jpg,PC78YJ,Youth Sizes: XS-XL,13.98,0,XS,0,8.99,1,13.98,https://cdnm.sanmar.com/imglib/mresjpg/2020/f17/PC78YJ_jetblack_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2020/f20/PC78YJ_jetblack_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2020/f17/PC78YJ_jetblack_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2020/f20/PC78YJ_jetblack_flat_back.jpg ,PC78YJ_productmeasurement.pdf,https://www.sanmar.com/p/10893/decorationSpecSheet,1.91E+11,Port & Company ® Youth Core Fleece Jogger. PC78YJ,0,PC78YJ,PC78YJAthletic Heather1,
YC112,6.58,https://cdnm.sanmar.com/imglib/mresjpg/2021/f13/YC112_blackgreysteel_flat_front.jpg,"Available in solid, two-toned and tri-toned, this cap features breathable mesh and contrast stitching on the bill. <br><b>Fabric</b> 100% cotton twill front panels and bill (Solids), 65/35 polyester/cotton twill front panels and bill (Heather Grey)100% polyester mesh mid and back panels<br><b>Structure</b> Structured<br><b>Profile</b> Mid<br><b>Closure</b> 7-position adjustable snapback",Port Authority,0,"Youth,Caps",Black/ Grey Steel,0.19,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2021/f13/YC112_blackgreysteel_flat_front.jpg,YC112, ,6.58,0,OSFA,0,4.29,1,6.58,https://cdnm.sanmar.com/imglib/mresjpg/2021/f13/YC112_flameredwhite_flat_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2021/f13/YC112_flameredwhite_flat_back.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2021/f13/YC112_flameredwhite_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2021/f13/YC112_flameredwhite_flat_back.jpg ,YC112_productmeasurement.pdf,https://www.sanmar.com/p/11044/decorationSpecSheet,1.91E+11,Port Authority® Youth Snapback Trucker Cap YC112,0,YC112,YC112Black/ Grey Steel1,
YST56,44.98,https://cdnm.sanmar.com/imglib/mresjpg/2021/f14/YST56_black_model_front.jpg,"This fully seam-sealed, wind-resistant, insulated jacket offers outstanding waterproof protection to help keep you dry in the stands or on the street.<ul><li> 100% polyester with waterproof face coating</li><li> Jersey-lined body and hood</li><li> 2.4-ounce polyfill insulation in body</li><li> 1.8-ounce polyfill insulation in hood and sleeves</li><li> Polyester taffeta sleeves for easy on/off</li><li> 5000MM fabric waterproof rating</li><li> 3000G/M2 fabric breathability rating</li><li> Tag-free label</li><li> Exposed molded zipper</li><li> No drawcord at hood</li><li> Left arm zippered pocket</li><li> Adjustable self-fabric tab cuffs with hook and loop closures</li><li> Front pouch pocket</li><li> Decoration access pocket</li><li> Elastic hem</li></ul>",Sport-Tek,0,"Youth,Outerwear",Black,0.88,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2021/f14/YST56_black_model_front.jpg,YST56,Youth Sizes: XS-XL,44.98,0,XS,0,26.49,1,44.98,https://cdnm.sanmar.com/imglib/mresjpg/2021/f14/YST56_graphite_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2021/f14/YST56_graphite_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2021/f14/YST56_graphite_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2021/f14/YST56_graphite_form_back.jpg ,YST56_productmeasurement.pdf,https://www.sanmar.com/p/11085/decorationSpecSheet,1.91E+11,Sport-Tek® Youth Waterproof Insulated Jacket YST56,0,YST56,YST56Black1,
YSTF200,28.98,https://cdnm.sanmar.com/imglib/mresjpg/2022/f7/YSTF200_athleticheather_model_front.jpg,"Show your drive in this cotton-rich fleece that's rooted in the classic looks of sport and streetwear. With a natural hand feel, Drive Fleece has coverstitching and rib knit pocket details for durability, and a comfortable, old-school style that stands on its own. <ul><li>7.5-ounce, 60/40 cotton/poly fleece</li><li>Two-panel hood with dart for shaping</li><li>No drawcords</li><li>Tear-away removable label</li><li>Rib knit V inset at neck</li><li>Raglan sleeves with coverstitching</li><li>Rib knit at front pouch pocket opening</li><li>Rib knit cuffs and hem</li></ul>",Sport-Tek,0,"Youth,Sweatshirts",Athletic Heather,0.66,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2022/f7/YSTF200_athleticheather_model_front.jpg,YSTF200,Youth Sizes: XS-XL,28.98,0,XS,0,16.49,1,28.98,https://cdnm.sanmar.com/imglib/mresjpg/2022/f7/YSTF200_black_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2022/f7/YSTF200_black_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2022/f7/YSTF200_black_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2022/f7/YSTF200_black_form_back.jpg ,YSTF200_productmeasurement.pdf,https://www.sanmar.com/p/22993/decorationSpecSheet,1.91E+11,Sport-Tek® Youth Drive Fleece Pullover Hoodie YSTF200,0,YSTF200,YSTF200Athletic Heather1,
